the_geom,FECHA_DE_I,TIPO_DE_IN,CODIGO_ARB,ESPECIE,NOMBRE_COM,MUNICIPIO,COMUNA,BARRIO,DIRECCION,LATITUD,LONGITUD,ESTRATO
POINT (-75.570956 6.24654951),2023 Mar 29 12:00:00 AM,Poda de Mantenimiento,110.070.000.463,Terminalia tetraphylla,"Mulí, capacho",Medellín,La Candelaria,Guayaquil,"Carrera 52 N 45-30, pasando calzada","6,24654951","-75,570956",3
POINT (-75.6000137 6.24639631),2023 Mar 02 12:00:00 AM,Poda de Mantenimiento,111.110.000.900,Bauhinia picta,"Casco de vaca, pata de vaca, pata de buey",Medellín,Laureles Estadio,Lorena,"Calle 38A N 80-53, alrededor de conjunto residencial Jardín de los Laureles","6,24639631","-75,6000137",3
POINT (-75.5509957 6.2463758),2023 Mar 07 12:00:00 AM,Poda de Mantenimiento,108.090.000.375,Leucaena leucocephala,"Acacia blanca, leucaena, panelo, carbonero blanco, acacia forrajera",Medellín,Villa Hermosa,Sucre,"Calle 56 N 30-58, frente de esta dirección.","6,2463758","-75,5509957",3
POINT (-75.5510373 6.2463738),2023 Mar 07 12:00:00 AM,Poda de Mantenimiento,108.090.000.374,Leucaena leucocephala,"Acacia blanca, leucaena, panelo, carbonero blanco, acacia forrajera",Medellín,Villa Hermosa,Sucre,"Calle 56 N 30-60, frente de esta dirección.","6,2463738","-75,5510373",3
POINT (-75.5868752 6.24636574),2023 Jun 05 12:00:00 AM,Poda de Mantenimiento,111.040.000.373,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,Laureles Estadio,San Joaquín,Circular 5 N 68-34,"6,24636574","-75,5868752",4
POINT (-75.601006 6.24636098),2023 Mar 02 12:00:00 AM,Poda de Mantenimiento,111.110.000.390,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,Laureles Estadio,Lorena,"Carrera 80AA N 37, alrededor de conjunto residencial Jardín de los Laureles","6,24636098","-75,601006",3
POINT (-75.607597 6.24632759),2023 Oct 06 12:00:00 AM,Poda de Mantenimiento,112.110.000.665,Pithecellobium dulce,"Chiminango, payandé, gallinero, acacia tunuda, azabache",Medellín,La América,Simón Bolívar,Calle 37B N 84B-08 Separador vial,"6,24632759","-75,607597",3
POINT (-75.5734245 6.24614458),2023 Mar 30 12:00:00 AM,Poda de Mantenimiento,110.070.000.541,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,La Candelaria,Guayaquil,Carrera 54 N 44 - 32.,"6,24614458","-75,5734245",3
POINT (-75.6153192 6.24576642),2023 Jan 17 12:00:00 AM,Poda de Mantenimiento,112.090.060.088,Melicoccus bijugatus,"Mamoncillo, Mamon",Medellín,La América,Santa Mónica,Carrera 91 N 34EE-20.,"6,24576642","-75,6153192",3
POINT (-75.5727836 6.2457548),2023 Mar 29 12:00:00 AM,Poda de Mantenimiento,0,Anacardium excelsum,"Caracolí, espavé, aspavé, mijao",Medellín,La Candelaria,Guayaquil,"Calle 44 N 53A - 60, al frente del Parque de Las Luces.","6,2457548","-75,5727836",3
POINT (-75.5912407 6.24572575),2023 Mar 01 12:00:00 AM,Poda de Mantenimiento,111.070.000.652,Persea americana,"Aguacate, cura, curo, palta, palto",Medellín,Laureles Estadio,Bolivariana,carrera 72 circular 3 - 10 Separador central,"6,24572575","-75,5912407",3
POINT (-75.5712734 6.24555517),2023 Mar 29 12:00:00 AM,Poda de Mantenimiento,110.070.000.218,Terminalia buceras,"Olivo negro, ucar",Medellín,La Candelaria,Guayaquil,"Carrera 52 N 44-50, sendero peatonal.","6,24555517","-75,5712734",3
POINT (-75.5712973 6.24548291),2023 Mar 29 12:00:00 AM,Poda de Mantenimiento,110.070.000.222,Terminalia buceras,"Olivo negro, ucar",Medellín,La Candelaria,Guayaquil,Carrera 52 N 44-14.,"6,24548291","-75,5712973",3
POINT (-75.5914327 6.24540601),2023 Mar 02 12:00:00 AM,Poda de Mantenimiento,111.070.000.325,Bauhinia variegata,"Casco de vaca (variegata), árbol orquídea",Medellín,Laureles Estadio,Bolivariana,Circular 3 N 72-32. Separador central,"6,24540601","-75,5914327",3
POINT (-75.5887453 6.24522563),2023 Mar 06 12:00:00 AM,Poda de Mantenimiento,111.070.000.718,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Laureles Estadio,Bolivariana,carrera 69 circular 2 Separador,"6,24522563","-75,5887453",3
POINT (-75.6143996 6.24516176),2023 Oct 11 12:00:00 AM,Poda de Mantenimiento,112.090.000.989,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,La América,Santa Mónica,Calle 34F N89-34,"6,24516176","-75,6143996",3
POINT (-75.593963 6.24506486),2023 Mar 03 12:00:00 AM,Poda de Mantenimiento,111.080.001.951,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Laureles Estadio,Laureles,Circular 73B N 39B-17,"6,24506486","-75,593963",5
POINT (-75.5687684 6.24497086),2023 Feb 27 12:00:00 AM,Poda de Mantenimiento,110.130.240.274,Flacourtia indica,"Cerezo del gobernador, ciruela del gobernador, ciruelo del gobernador, uva lisa",Medellín,La Candelaria,Barrio Colón,"Carrera 48 N 44-55, Zona Verde, costado nororiental, Plazoleta Iglesia San Ignacio.","6,24497086","-75,5687684",3
POINT (-75.5685702 6.24459077),2023 Feb 26 12:00:00 AM,Poda de Mantenimiento,110.130.240.233,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,La Candelaria,Barrio Colón,"Carrera 49 N 44-94, Plazoleta Iglesia San Antonio, Zona Verde.","6,24459077","-75,5685702",3
POINT (-75.5907074 6.24452305),2023 Feb 28 12:00:00 AM,Poda de Mantenimiento,111.070.000.608,Cassia fistula,"Lluvia de oro, cañafístula, acacia lluvia de oro, cañafístulo, chorro de oro",Medellín,Laureles Estadio,Bolivariana,"Carrera 72 N 01-14, Separador Vial.","6,24452305","-75,5907074",3
POINT (-75.5703764 6.24431181),2023 Mar 28 12:00:00 AM,Poda de Mantenimiento,110.110.000.388,Syagrus romanzoffiana,"Palma reina, coco plumoso, palma de azúcar",Medellín,La Candelaria,Calle Nueva,Calle 44 N 51-41,"6,24431181","-75,5703764",3
POINT (-75.6095669 6.24419631),2023 Oct 06 12:00:00 AM,Poda de Mantenimiento,112.120.000.527,Erythrina fusca,"Búcaro, chambul, cachimbo, pisamo",Medellín,La América,Santa Teresita,Carrera 85C N 35-38,"6,24419631","-75,6095669",3
POINT (-75.5693141 6.24399279),2023 Jan 06 12:00:00 AM,Poda de Mantenimiento,110.130.001.001,Syagrus romanzoffiana,"Palma reina, coco plumoso, palma de azúcar",Medellín,La Candelaria,Barrio Colón,Calle 44 N 48-9,"6,24399279","-75,5693141",3
POINT (-75.5928902 6.24394332),2023 Mar 03 12:00:00 AM,Poda de Mantenimiento,111.070.000.742,Vitex sp,_,Medellín,Laureles Estadio,Bolivariana,Circular 3 N 74-06,"6,24394332","-75,5928902",3
POINT (-75.6056476 6.2438901),2023 Sep 29 12:00:00 AM,Poda de Mantenimiento,111.100.001.058,Melicoccus bijugatus,"Mamoncillo, Mamon",Medellín,Laureles Estadio,La Castellana,Calle 35 N 83-23,"6,2438901","-75,6056476",3
POINT (-75.5831392 6.24388166),2023 Nov 16 12:00:00 AM,Poda de Mantenimiento,111.050.530.164,Yucca gigantea,"Palma yuca, palma bayoneta, palmiche",Medellín,Laureles Estadio,Los Conquistadores,Transversal 40 N 65D-72,"6,24388166","-75,5831392",3
POINT (-75.5939966 6.24386067),2023 Mar 22 12:00:00 AM,Poda de Mantenimiento,111.080.001.943,Libidibia punctata,"Ebano, granadillo, morado, tanamé, ebano costeño",Medellín,Laureles Estadio,Laureles,Diagonal 74A N 4-36.,"6,24386067","-75,5939966",5
POINT (-75.5605733 6.24359005),2023 Feb 16 12:00:00 AM,Poda de Mantenimiento,110.150.000.397,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,La Candelaria,Bomboná No.1,Carrera 39 N 47A-34,"6,24359005","-75,5605733",3
POINT (-75.5606578 6.24343141),2023 Feb 16 12:00:00 AM,Poda de Mantenimiento,110.150.000.396,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,La Candelaria,Bomboná No.1,Carrera 39 N 47A-06,"6,24343141","-75,5606578",3
POINT (-75.5607839 6.24343141),2023 Feb 16 12:00:00 AM,Poda de Mantenimiento,110.150.000.394,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,La Candelaria,Bomboná No.1,Carrera 39 N 47-44,"6,24343141","-75,5607839",3
POINT (-75.5995185 6.24341677),2023 Dec 13 12:00:00 AM,Poda de Mantenimiento,111.080.001.292,Erythrina crista-galli,Cresta de gallo,Medellín,Laureles Estadio,Laureles,Carrera 79 N 35-65,"6,24341677","-75,5995185",5
POINT (-75.546883 6.24313848),2023 Apr 19 12:00:00 AM,Poda de Mantenimiento,108.100.290.003,Pithecellobium dulce,"Chiminango, payandé, gallinero, acacia tunuda, azabache",Medellín,Villa Hermosa,El Pinal,Carrera 25 N 55-15,"6,24313848","-75,546883",3
POINT (-75.5968969 6.24306964),2023 Aug 04 12:00:00 AM,Poda de Mantenimiento,111.080.002.090,Eriobotrya japonica,"Níspero del japón, níspero japonés, nisperito, níspero",Medellín,Laureles Estadio,Laureles,carrera 76 N 35-01,"6,24306964","-75,5968969",5
POINT (-75.5970619 6.24298098),2023 Aug 04 12:00:00 AM,Poda de Mantenimiento,111.080.002.093,Syzygium malaccense,"Pero de agua, pomarroso, pomarroso brasilero, pomarroso brasileño, pomarrosa del Brasil, pera de malaca",Medellín,Laureles Estadio,Laureles,Carrera 76 N 35-37.,"6,24298098","-75,5970619",5
POINT (-75.6012369 6.24288551),2023 Sep 25 12:00:00 AM,Poda de Mantenimiento,111.090.000.562,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Laureles Estadio,Las Acacias,"Calle 35 N 80A-2, en separador vial","6,24288551","-75,6012369",3
POINT (-75.6012444 6.2427669),2023 Sep 25 12:00:00 AM,Poda de Mantenimiento,111.090.000.747,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Laureles Estadio,Las Acacias,"Calle 35 N 80A-2, pasando calzada","6,2427669","-75,6012444",3
POINT (-75.5595406 6.24262156),2023 May 02 12:00:00 AM,Poda de Mantenimiento,109.070.000.372,Cascabela thevetia,"Catape, Cobalongo",Medellín,Buenos Aires,Buenos Aires,Carrera 37 N 47A-50,"6,24262156","-75,5595406",3
POINT (-75.5418 6.24241707),2023 Apr 05 12:00:00 AM,Poda de Mantenimiento,108.120.000.057,Margaritaria nobilis,Ojo de paloma,Medellín,Villa Hermosa,La Libertad,Calle 56BD N 20B-120,"6,24241707","-75,5418",3
POINT (-75.6050274 6.24218735),2023 Aug 17 12:00:00 AM,Poda de Mantenimiento,111.100.350.085,Pithecellobium dulce,"Chiminango, payandé, gallinero, acacia tunuda, azabache",Medellín,Laureles Estadio,La Castellana,"Carrera 82A N 34A-25, Zona Verde, Callejón","6,24218735","-75,6050274",3
POINT (-75.5583392 6.24212229),2023 May 02 12:00:00 AM,Poda de Mantenimiento,109.070.000.358,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Buenos Aires,Buenos Aires,"Carrera 36A N 48-14, inmediaciones de la Escuela Normal Superior de Antioquia.","6,24212229","-75,5583392",3
POINT (-75.5964503 6.24201727),2023 Mar 22 12:00:00 AM,Poda de Mantenimiento,111.080.260.100,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Laureles Estadio,Laureles,Transversal 34A N 75A-98.,"6,24201727","-75,5964503",5
POINT (-75.5996053 6.2419986),2023 Sep 21 12:00:00 AM,Poda de Mantenimiento,111.090.000.524,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Laureles Estadio,Las Acacias,Carrera 79 N 34A-81,"6,2419986","-75,5996053",3
POINT (-75.5967367 6.24185596),2023 Mar 15 12:00:00 AM,Poda de Mantenimiento,111.080.260.081,Ficus sp,_,Medellín,Laureles Estadio,Laureles,"Carrera 51D N 62-10, separador central.","6,24185596","-75,5967367",5
POINT (-75.6009795 6.24181125),2023 Sep 22 12:00:00 AM,Poda de Mantenimiento,111.090.000.758,Trichanthera gigantea,"Quiebra barrigo, quiebrabarrigo, nacedero, madre de agua",Medellín,Laureles Estadio,Las Acacias,Carrera 80A N 34B-07,"6,24181125","-75,6009795",3
POINT (-75.5932198 6.24151548),2023 Mar 14 12:00:00 AM,Poda de Mantenimiento,111.080.000.821,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Laureles Estadio,Laureles,Transversal 33B N 74B-18,"6,24151548","-75,5932198",5
POINT (-75.569297 6.24150855),2023 Jan 30 12:00:00 AM,Poda de Mantenimiento,110.130.000.206,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,La Candelaria,Barrio Colón,Carrera 46 N 41-30,"6,24150855","-75,569297",3
POINT (-75.5485928 6.24148234),2023 Apr 24 12:00:00 AM,Poda de Mantenimiento,109.050.341.097,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Buenos Aires,Alejandro Echavarría,"Carrera 26 calle 51A, Unidad deportiva Miraflores, cerca de cancha polideportiva","6,24148234","-75,5485928",3
POINT (-75.5826097 6.2410793),2023 Sep 06 12:00:00 AM,Poda de Mantenimiento,111.050.002.998,Syzygium jambos,"Pomo, pomarroso, pomarrosa, pomarrosa común, pomorroso, pomorroso de castilla",Medellín,Laureles Estadio,Los Conquistadores,Carrera 64B N 35-52,"6,2410793","-75,5826097",3
POINT (-75.5456329 6.24104723),2023 Apr 20 12:00:00 AM,Poda de Mantenimiento,108.120.560.004,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,Villa Hermosa,La Libertad,Carrera 23 N 52-54 en parque,"6,24104723","-75,5456329",3
POINT (-75.5692513 6.24101985),2023 Feb 02 12:00:00 AM,Poda de Mantenimiento,110.130.001.045,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,La Candelaria,Barrio Colón,Calle 41 N 45-48,"6,24101985","-75,5692513",3
POINT (-75.5689929 6.2408972),2023 Feb 02 12:00:00 AM,Poda de Mantenimiento,110.130.001.048,Chrysophyllum cainito,"Caimitillo, caimo, caimito, caimito morado",Medellín,La Candelaria,Barrio Colón,"Calle 41 N 45-35, pasando calzada","6,2408972","-75,5689929",3
POINT (-75.5962894 6.24087749),2023 Mar 14 12:00:00 AM,Poda de Mantenimiento,111.080.002.024,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,Laureles Estadio,Laureles,Transversal 35 N 72-161,"6,24087749","-75,5962894",5
POINT (-75.604532 6.24085591),2023 Oct 20 12:00:00 AM,Poda de Mantenimiento,111.100.290.067,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Laureles Estadio,La Castellana,Carrera 82 N 33AA-48,"6,24085591","-75,604532",3
POINT (-75.6014964 6.24078328),2023 Sep 22 12:00:00 AM,Poda de Mantenimiento,111.090.000.444,Lagerstroemia speciosa,"Flor de reina, reina de las flores, astromelia, embrujo de la india, orgullo de la india, flor de la reina",Medellín,Laureles Estadio,Las Acacias,Calle 34 N 80A-46,"6,24078328","-75,6014964",3
POINT (-75.5940963 6.24071612),2023 Mar 16 12:00:00 AM,Poda de Mantenimiento,111.080.002.015,Lagerstroemia speciosa,"Flor de reina, reina de las flores, astromelia, embrujo de la india, orgullo de la india, flor de la reina",Medellín,Laureles Estadio,Laureles,Transversal 33B N 37-16,"6,24071612","-75,5940963",5
POINT (-75.5991343 6.24065162),2023 Sep 14 12:00:00 AM,Poda de Mantenimiento,111.090.000.742,Handroanthus chrysanthus,"Guayacán amarillo, cañaguate, guayacán, chicalá, polvillo",Medellín,Laureles Estadio,Las Acacias,Calle 34 N 78A-17,"6,24065162","-75,5991343",3
POINT (-75.6045732 6.24052476),2023 Oct 06 12:00:00 AM,Poda de Mantenimiento,111.100.000.815,Elaeis guineensis,"Palma africana, palma de aceite, palma africana de aceite",Medellín,Laureles Estadio,La Castellana,Carrera 82 N 33AA-71,"6,24052476","-75,6045732",3
POINT (-75.5632436 6.23990333),2023 Feb 20 12:00:00 AM,Poda de Mantenimiento,109.120.000.332,Heptapleurum actinophyllum,"Schefflera, cheflera, pategallina hojigrande",Medellín,Buenos Aires,El Salvador,Carrera 39B N 40A-53.,"6,23990333","-75,5632436",3
POINT (-75.5500054 6.23963199),2023 Jan 20 12:00:00 AM,Poda de Mantenimiento,109.050.341.092,Roystonea regia,"Palma real de Cuba, palma real, palma botella",Medellín,Buenos Aires,Alejandro Echavarría,"Carrera 26A N 49-17, Diagonal, Zona Verde.","6,23963199","-75,5500054",3
POINT (-75.5497324 6.23953959),2023 Jan 20 12:00:00 AM,Poda de Mantenimiento,109.050.340.943,Ficus lyrata,"Caucho lira, lirata, pandurata, ficus lira",Medellín,Buenos Aires,Alejandro Echavarría,"Carrera 26 N 49-12, Zona Verde, Parque Iglesia Santa Mónica.","6,23953959","-75,5497324",3
POINT (-75.5630973 6.23930295),2023 Feb 20 12:00:00 AM,Poda de Mantenimiento,109.120.000.375,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Buenos Aires,El Salvador,Calle 40A N 39A-29,"6,23930295","-75,5630973",3
POINT (-75.5493525 6.2390607),2023 Jan 20 12:00:00 AM,Poda de Mantenimiento,109.050.000.451,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Buenos Aires,Alejandro Echavarría,"Calle 49 N 25-74, al frente, Separador Víal.","6,2390607","-75,5493525",3
POINT (-75.5603778 6.23848488),2023 Feb 20 12:00:00 AM,Poda de Mantenimiento,109.110.000.295,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Buenos Aires,Gerona,Calle 41 N 36-04,"6,23848488","-75,5603778",3
POINT (-75.578968 6.23834569),2023 Aug 26 12:00:00 AM,Poda de Mantenimiento,116.210.130.014,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Belén,Cerro Nutibara,Calle 32E N 63A-96,"6,23834569","-75,578968",3
POINT (-75.6001968 6.23821238),2023 Sep 22 12:00:00 AM,Poda de Mantenimiento,111.090.020.050,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,Laureles Estadio,Las Acacias,"Carrera 80 N 32EE-43, Al frente","6,23821238","-75,6001968",3
POINT (-75.5432263 6.23785243),2023 Apr 21 12:00:00 AM,Poda de Mantenimiento,108.130.000.159,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Villa Hermosa,Villatina,Carrera 18 N 52-75,"6,23785243","-75,5432263",3
POINT (-75.6055804 6.23756958),2023 Sep 09 12:00:00 AM,Poda de Mantenimiento,111.100.001.096,Codiaeum variegatum,"Croto ornamental, croto, croton, croton ornamental, croton sangregado",Medellín,Laureles Estadio,La Castellana,Calle 32EE N 82A-17,"6,23756958","-75,6055804",3
POINT (-75.6040756 6.23752222),2023 Sep 22 12:00:00 AM,Poda de Mantenimiento,111.100.000.822,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Laureles Estadio,La Castellana,"Calle 32EE N 81A-00, Parque de los Emprendedores 1.","6,23752222","-75,6040756",3
POINT (-75.6050709 6.23750239),2023 Sep 12 12:00:00 AM,Poda de Mantenimiento,116.180.000.372,Bauhinia picta,"Casco de vaca, pata de vaca, pata de buey",Medellín,Belén,Nueva Villa del Aburrá,"Calle 32EE N 82-40, al frente.","6,23750239","-75,6050709",3
POINT (-75.6039785 6.23749439),2023 Sep 19 12:00:00 AM,Poda de Mantenimiento,116.180.000.991,Tabebuia rosea,"Apamate, guayacán rosado, ocobo, roble, guayacán, guayacán morado",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81A entre la calle 32E y la calle 32EE, costado oriental de la vía","6,23749439","-75,6039785",3
POINT (-75.6056876 6.23746359),2023 Sep 09 12:00:00 AM,Poda de Mantenimiento,116.180.001.003,Vismia baccifera,Carate,Medellín,Belén,Nueva Villa del Aburrá,Calle 32EE con Carrera 82A costado norte cancha de fútbol,"6,23746359","-75,6056876",3
POINT (-75.6041309 6.23743844),2023 Dec 12 12:00:00 AM,Poda de Mantenimiento,116.180.000.392,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Belén,Nueva Villa del Aburrá,"Calle 32E N 81A-108, zona verde, costado oriental de la cancha","6,23743844","-75,6041309",3
POINT (-75.6031654 6.23743373),2023 Sep 16 12:00:00 AM,Poda de Mantenimiento,116.180.000.981,Cecropia peltata,"Yarumo, Guarumo, yarumo blanco, yagrumo",Medellín,Belén,Nueva Villa del Aburrá,Carrera 81 N 32E-36 pasando la calle,"6,23743373","-75,6031654",3
POINT (-75.6052065 6.2374088),2023 Sep 12 12:00:00 AM,Poda de Mantenimiento,116.180.120.331,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Belén,Nueva Villa del Aburrá,Calle 32EE con Carrera 82A costado norte cancha de fútbol,"6,2374088","-75,6052065",3
POINT (-75.6049001 6.23739072),2023 Sep 15 12:00:00 AM,Poda de Mantenimiento,116.180.120.287,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 82 N 32EE-01, Parque de los emprendedores 1","6,23739072","-75,6049001",3
POINT (-75.6052696 6.23738647),2023 Sep 12 12:00:00 AM,Poda de Mantenimiento,116.180.120.323,Calliandra haematocephala,"Carbonero flor roja, carbonero, clavellino",Medellín,Belén,Nueva Villa del Aburrá,Calle 32EE con Carrera 82A costado norte cancha de fútbol,"6,23738647","-75,6052696",3
POINT (-75.6045514 6.23725755),2023 Sep 22 12:00:00 AM,Poda de Mantenimiento,116.180.120.248,Jacaranda mimosifolia,"Jacaranda, gualanday",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 82 N 32EE-01, Parque de los emprendedores 1","6,23725755","-75,6045514",3
POINT (-75.6043871 6.23725622),2023 Sep 22 12:00:00 AM,Poda de Mantenimiento,116.180.120.250,Jacaranda mimosifolia,"Jacaranda, gualanday",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 82 N 32EE-01, Parque de los emprendedores 1","6,23725622","-75,6043871",3
POINT (-75.6031938 6.23718339),2023 Sep 16 12:00:00 AM,Poda de Mantenimiento,116.180.000.995,Pithecellobium dulce,"Chiminango, payandé, gallinero, acacia tunuda, azabache",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81 N 32E-22, pasando la calle en la zona verde","6,23718339","-75,6031938",3
POINT (-75.5591033 6.23712042),2023 Feb 17 12:00:00 AM,Poda de Mantenimiento,109.110.000.291,Calliandra pittieri,"Carbonero, clavellino, carbonerito, carbonero rosado",Medellín,Buenos Aires,Gerona,Carrera 34 N 40A-70,"6,23712042","-75,5591033",3
POINT (-75.6034748 6.2370907),2023 Sep 16 12:00:00 AM,Poda de Mantenimiento,116.180.080.379,Cariniana pyriformis,Abarco,Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A N 32E-32D Costado oriental en zona verde,"6,2370907","-75,6034748",3
POINT (-75.6056703 6.23708256),2023 Sep 09 12:00:00 AM,Poda de Mantenimiento,116.180.000.924,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 83, entre calles 32EE y 32E, Al costado occidental de la cancha de arenilla Villa de Aburrá","6,23708256","-75,6056703",3
POINT (-75.6038721 6.23706119),2023 Sep 14 12:00:00 AM,Poda de Mantenimiento,116.180.000.245,Ormosia colombiana,Chocho,Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81A N 32D-55, en frente.","6,23706119","-75,6038721",3
POINT (-75.586382 6.23702189),2023 Aug 25 12:00:00 AM,Poda de Mantenimiento,116.010.001.003,Tabernaemontana litoralis,"Azuceno, cojón de gato, Estremadelio",Medellín,Belén,Fátima,Calle 32C N 65F-23 A un costado de la dirección,"6,23702189","-75,586382",3
POINT (-75.6032005 6.23698541),2023 Sep 29 12:00:00 AM,Poda de Mantenimiento,116.180.080.366,Eucalyptus saligna,Eucalipto,Medellín,Belén,Nueva Villa del Aburrá,Carrera 80 N 34B-62,"6,23698541","-75,6032005",3
POINT (-75.6055067 6.23695124),2023 Dec 13 12:00:00 AM,Poda de Mantenimiento,116.180.000.928,Delonix regia,"Flamboyán, acacia roja, acacio rojo",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 83, entre calles 32EE y 32E, Al costado occidental de la cancha de arenilla Villa de Aburrá","6,23695124","-75,6055067",3
POINT (-75.603525 6.23693939),2023 Sep 20 12:00:00 AM,Poda de Mantenimiento,116.180.080.380,Schinus terebinthifolia,"Turibinto, falso pimiento, pimiento, terebinto, pimineto negro",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 81A N 32E -32D, Costado oriental en zona verde","6,23693939","-75,603525",3
POINT (-75.604615 6.2367987),2023 Sep 12 12:00:00 AM,Poda de Mantenimiento,116.180.051.990,Eriobotrya japonica,"Níspero del japón, níspero japonés, nisperito, níspero",Medellín,Belén,Nueva Villa del Aburrá,Calle 32E con Carrera 81 B,"6,2367987","-75,604615",3
POINT (-75.6036655 6.23672951),2023 Sep 11 12:00:00 AM,Poda de Mantenimiento,116.180.052.007,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Belén,Nueva Villa del Aburrá,Calle 32D N 81A-44 Bloque 59,"6,23672951","-75,6036655",3
POINT (-75.5962269 6.2367002),2023 Sep 15 12:00:00 AM,Poda de Mantenimiento,116.200.000.045,Zygia longifolia,"Suribio, chíparo, achil, payandé, playero",Medellín,Belén,El Nogal-Los Almendros,Calle 32D N 75B-63,"6,2367002","-75,5962269",3
POINT (-75.6032608 6.23669608),2023 Sep 20 12:00:00 AM,Poda de Mantenimiento,116.180.080.388,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Belén,Nueva Villa del Aburrá,Carrera 81A entre la calle 32E y la calle 32D Costado oriental en zona verde,"6,23669608","-75,6032608",3
POINT (-75.5853818 6.23669151),2023 Dec 20 12:00:00 AM,Poda de Mantenimiento,116.010.001.312,Eriobotrya japonica,"Níspero del japón, níspero japonés, nisperito, níspero",Medellín,Belén,Fátima,Carrera 65D N 32B-14,"6,23669151","-75,5853818",3
POINT (-75.5655132 6.26878985),2023 Feb 20 12:00:00 AM,Poda de Mantenimiento,104.070.000.167,Cenostigma pluviosum,"Acacia amarilla, Palo Brasil",Medellín,Aranjuez,Sevilla,"Carrera 52 con calle 73, acera CC bosque plaza","6,26878985","-75,5655132",3
POINT (-75.6051664 6.23667134),2023 Sep 13 12:00:00 AM,Poda de Mantenimiento,116.180.000.818,Sapindus saponaria,"Chumbimbo, jaboncillo, árbol de jabón, jabo, jabón, chambimbe",Medellín,Belén,Nueva Villa del Aburrá,"Carrera 82A N 32E-00, parqueadero público.","6,23667134","-75,6051664",3
POINT (-75.6054948 6.23666441),2023 Sep 06 12:00:00 AM,Poda de Mantenimiento,116.180.000.942,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Belén,Nueva Villa del Aburrá,"Calle 32E, entre carreras 83 y 82A","6,23666441","-75,6054948",3
POINT (-75.5652073 6.27146886),2023 Jan 26 12:00:00 AM,Poda de Mantenimiento,0,Cassia grandis,"Cañafístula, cañafístola, cañandonga",Medellín,Aranjuez,Parque Norte,"Carrera 52, Entre Calle 73 y 77. Costado Occidental","6,27146886","-75,5652073",3
